"작성자","평점","좋아요","댓글수","리뷰"
"김미숙","3.5","1","0","레이첼 맥아담스는
예쁘고 진절머리나게 나쁘며 
순수하다.
순수함은 어떤 이에게 깊은 상처를 남긴다.
넌 널 사랑하는 사람에게 그러면 안됐다.
네 사랑이 아름다운 만큼 다른 사랑 역시 아름다운 것을.
적어도 론에게 만은 차가웠길.
론에게 애도를."
"1036","1.5","1","0","내 마음은 호수요 그대 노 저어 오오"
"조윤영","4.5","1","0","이것도 내용은 조금 뻔해서 그저 그랬는데, 레이첼 맥아덤스가 너무 예쁘고, 그 시대의 옷이랑 머리가 너무 예뻐서 봤다...!*ㅇ*"
"정수경","3.5","1","0","레이첼 맥아담스도 사랑스러웠고 폭풍같은 한여름밤의 로맨스도 달고 설렜으나, 그저 노아였기에가아닌 부잣집아가씨가 사랑해야하는건 돈도없는 빈민층의 한 캐릭터였을뿐 타이타닉과 마찬가지인 다소 뻔한 사랑이야기"
"이채원","2.5","1","0","좋은 로맨스지만 보다 잠들어서ㅠㅠ"
"Gyuri","4.5","1","0","평생을 사랑하고 죽을때까지 함께 할 사랑을 꿈꾸게 됐다"
"녹차의 맛","2.5","1","0","그냥 라이언고슬링 땜에 봤다,,,,"
"김종원","2.0","1","0","철 없는 남자와 이기적인 여자. 둘만의 사랑놀음."
"DaeilWe","2.5","1","0","감동을 주려 발악한 것같은 짜여진 각본이 눈물을 강요했다. 옛다 내눈물"
"e.ji","4.0","1","0","내 인생에 이토록 사랑했던 한사람이 있었다는 것만으로 충분히 행복했다"
"김규량","2.5","1","0","결말은 진작에 예상이 가버렸고...
약혼자가 더욱 불쌍하게 느껴졌고...
그닥 아름답게 사랑한다는 느낌마저 안드는
기대이하의 영화였다."
"오제훈","3.5","1","0","이런 통속극이 아직 마음에 들어오는 이유는 내가 아직 순수해서인지, 아니면 이제 여성호르몬의 분비가 많아질 때가 된건지.. 엘리가 노아를 다시 찾아갔을 때의 두근거림이 생생했다."
"조아리","3.5","1","1","레이첼 맥아담스도 좋아하지만 라이언 고슬링을 더 좋아합니다."
"박지윤","4.0","1","0","레이첼이 너어어어어어무 사랑스러워서 저렇게 사랑받고싶은것도 것이지만 그냥 저렇게되고싶었다.."
"마리모","3.0","1","0","구식 사랑 이야기. 전설로 이어지는 순애보 느낌."
"영하체","5.0","1","0","(영원한 사랑을 믿었던 이유)"
"Hyunjin Lee","3.5","1","0","내용은 잘 기억나지 않지만 예쁘고 볼만했던 걸로 기억한다."
"1004쏘녀","3.0","1","0","네 다음 불륜"
"이태원","5.0","1","0","파도가 일렁이고 세찬 바람이 불어도
나, 그대 잡은 손 놓지 않을테요. 
세월이 그대 기억속의 나를 데려가더라도
나, 언제나 그대를 찾아가 곁에 있을 것이요."
"서요","4.0","1","0","네가 기억을 잃는다면 나도 매일같이 우리의 이야기를 들려줄거야. 네가 나를 기억하는 짧은 1분이 곧 나의 전부가 되겠지."
"lena","4.5","1","0","그리움의 첫 시작
bitter sweet"
"최유진","4.5","1","0","이 시대에 더욱 간절해진 사랑 이야기"
"cskolor_art","4.0","1","0","이런 영화같은게 현실이었다니..
'C'est magnifique..'"
"서미선","4.5","1","0","이런 사랑하며 살고싶다. 시적이고 아름다운 영화. 대사 하나하나가 명언.. 2004년개봉작이라는 사실을 잊게만든다. 죽기전에 꼭 봐야할 영화"
"고은미","4.0","1","0","앨리를 보는 노아의 눈빛은 여전하다"
"강홍구","2.5","1","0","결말은 놀랍지만 레이첼 맥아덤스가 다시 돌아왔을때부터 공감 불가능"
"연 산","4.5","1","0","첫사랑에대한영화 처음 헤어지자할때 앨리의모습이 너무 공감되고 동질감이느껴져 마음이아팟다. 현실엔 저런해피엔딩이 없으니까슬프다. 나도 노아처럼 죽는순간까지 앨리를 사랑할수잇을까"
"김상준","3.0","1","0","노년의사랑은 너무 아름다움 그런데 그들의 젊을적 사랑은 이게뭐야 열정적이고 불타올랐지만 결국은 불륜남녀아닌가 반전포인트로 할아버지가 노아가아니고 론인가하는 별 뜬금없는 생각이들더라"
"Hyejung Oh","4.0","1","0","저런 남자 어디서 만나나요....?
근데 중간에 약혼남만 불쌍..."
"민민","3.5","1","0","뻔하지만 감동적인, 진부하지만 따뜻한 사랑영화. 웃는게 너무 매력있는 레이첼 맥아담즈에게 빠져들게 되었다."
"요한슨","4.0","1","0","사랑이 할 수 있는 모든 이야기"
"MinJin Park","3.0","1","0","극심한 신파, 온도를 조금 낮췄다면 어땠을까."
"원윤미","4.5","1","0","If you're a bird, I'm a bird."
"돈 월E","4.5","1","0","완벽하구 아름다운 이상향에잇는 멜로영화가아닐까싶다"
"엠수","5.0","1","0","5개준이유가 있을거아냐.."
"동일","4.5","1","0","미련갖게 하는영화. 해피엔딩으로 끝나서 더 미련갖게 한다."
"싱글벙글건강박수","3.0","1","0","오후 2시에 봐서 그런가...?"
"뽀시래기","4.5","1","0","멜로의 정석. 한결같은 남주와 사랑스러운 여주의 하모니."
"댕찌","3.0","1","0","남자품으로 달려가서 아빠다리하고 안기고 싶게 만든다"
"김지환","3.0","1","0","너무정직한 멜로"
"노현정","4.0","1","0","뻔한이야기로시작하지만
뻔하지않게풀어나간다"
"한동이","3.0","1","0","나는 젊었을 때 보다 늙었을 때의 두 사람이 더 아름다워보이더라"
"암소르","3.5","1","0","이런 사랑."
"문수","3.0","1","0","영원히 기억될 사랑의 노트북"
"조혜림","4.0","1","0","진부한 로맨스가 영원히 사랑받을 수 있는 이유"
"이스리","5.0","1","0","2015-06-27
제대로 못 봐서 아쉽다. 다시 봐야지. 우리가 항상 꿈꾸는 사랑. 이들이 보여줬다. 아름다운 풍경과 주옥같은 대사들이 가득한 영화. 노아같은 남자 어디없나?
.
2018-05-27
'이상형, 알려주면 그대로 될게.'
'그게 네 문제야. 하고 싶은 일을 하지 않는 것.'
'If you are a bird. I am a bird.'
'당신이 원하는 걸 다 주고 싶어. 하지만 못 줘. 남은 게 없거든.'
'내 사랑이 저기 있는데 어떻게 떠나? 여기가 내 집이다. 네 엄마가 내 집이야.'
'아직 끝이 아니야.'
'네가 원하는 게 뭐야?'
다시 제대로 봤다. 드디어. 세 번째에야 제대로 봤다니. 처음 봤을 때 4점 줬던 걸 5점으로 다시 올렸다. 내가 미쳤지. 제대로 안 봐서 몰랐어. 사과할게. 이런 명작을 제대로 안 봤던 나를 반성한다. 석양이 보이는 방에 화실을 만들어줄 사람이, 그렇게 해주고 싶은 사람이 내게도 있을까. 우리가 그렇게 할 수 있을까? 저렇게 살고, 저렇게 죽고 싶다."
"퐝유니","3.5","1","0","""남자 눈에 딴사람이 비치면
여자는 다 알아"""
"윤선미","3.5","1","0","난 네 감정을 건드리는 게 두렵지 않아.라는 대사에서 '서로가 알아도 될 법한 것만 털어놓으면서 생긴 깊은 외로움에 대해'라는 소설구절이 생각났다. 나는 어떤 사랑을 하고있는가."
"신종한","3.5","1","0","뻔하지만 감성을 울리는 포인트만큼은 확실하다."
"한원정","3.5","1","0","레이첼 맥아담스의 이쁨을 감상하려면 꼭 봐야하는 영화. 웃을 때마다 심장 떨리게 만드는 신기한 배우."
"그녀","4.0","1","0","라이언 고슬링은 여주한테 흠뻑 빠져서 힘겨워하는역 진짜 잘 어울린다"
"김대구","4.5","1","0","사랑이란건.. 내가 가진 것을 감사하며 줄 수 있는 것. 노트북은 그런 무조건적인 사랑을 담는다."
"이상준","3.5","1","0","저민다."
"뚝불고기","3.0","1","0","론이 불쌍해"
"남송주","3.5","1","0","노트북 속 레이첼 맥아담스보고 충격받음. 사람이 저렇게 사랑스러울 수 있나?
첫사랑의 아름다움 .."
"Joo","3.0","1","0","사랑이 있다고 믿고 싶다."
"Doockie","3.0","1","0","자기 변명같은 맥아담스의 울음보다 
눈물 한 방울 보이지 않았던 미망인 마사 쇼에 대한 연민이 좀처럼 지워지지 않는다."
"나라","4.5","1","0","강물은 언젠가 바다에 머문다"
"박찬명","3.5","1","0","로망을 버리지 마세요..."
"송현민","4.5","1","0","내 사랑은 아직 끝이 아니야 !  사랑하고 있니!?"
"빨간마누라","5.0","1","0","역대 맥아담스의 파트너중 제일 잘어울린다! 고즐링!"
"""AJ"" Ahn June","2.0","1","0","전형적이며 정형적이기도 한 눈가리고 아옹하기"
"HG","5.0","1","0","평생을 그녀를 위해."
"금은지","3.0","1","0","사랑의 위대한 힘!!"
"36","1.5","1","0","사랑으로부터의 다짐"
"김도원","3.5","1","0","통속적인 뭉클함."
"SEMISTARK","4.0","1","0","진정한 사랑이라면 꼭 이루어진다라는걸 보여주는 영화."
"유기농오믈렛","3.0","1","0","지금 다시보면 더 좋았을까"
"최원석","4.0","1","0","해바라기 연애의 표본."
"정윤우","4.5","1","0","새삼 느낀다 치매는 무섭다."
"권예원","5.0","1","0","분명히 아름답고 가슴 아픈 사랑이야기지만 연애를 하는 상대에게 이 영화처럼 되기를 기대해서는 안된다. 인생에게도, 운명에게도 기대해서는 안된다."
"정수빈","3.5","1","0","오로지 영화였기에 가능했던 사랑이야기.
그러나 우리는 언제나 영화같은 사랑을 꿈꾼다."
"김도성","1.0","1","0","남자의 일편단심적인 사랑은 훌륭했지만 상대방은 그렇지 않았다
그리고 지루했다"
"이준우","3.5","1","0","약혼자 겁나불쌍하네..."
"봉민균","4.0","1","0","그대여 가슴저린 사랑을 해본적이 있는가"
"호야","4.0","1","0","실화라서 더 놀랍고
레이첼맥아담스 외모에 더 놀라다 .."
"백민주","2.5","1","0","봐도봐도 닳지않는 사랑이 있는걸까?
매력적인 영화지만 마음을 건들진 못한 아쉬운 설정과 전개 (+ 남주 연기력은 진짜...)"
"김현이","3.5","1","0","이 영화에 대한 10년 전 감상 : 존나 가슴 절절 ㅠㅠㅠㅠㅠ개썅인생영화
현재 : 역시 남자는 잃는게 답"
"최위혁","4.0","1","0","이런 사랑도 여전히 있다는걸.."
"박미영","2.5","1","0","첫사랑은이루어지지않는다를깨는영화
그녀는나의집이다는명대사지만 명작이라고하기엔 부족하다."
"수민","4.5","1","0","내 인생영화...."
"소인배","2.0","1","0","이런 멜로는 싫어"
"김다정","4.5","1","0","나이에 따라 변화해가는 사랑. 무모한 사랑 행복한 사랑 아픈 사랑 어려운 사랑 그리고 기다림의 사랑"
"태성","4.5","1","0","노를 저으면서 비를 맞으면서 한숨을 쉬면서 우는듯 웃는 장면이 자꾸 잔상으로 돌아오는 ."
"Suzzy Kim","4.0","1","0","질투는 나의 힘"
"김한기","4.5","1","0","뭔가 상투적이고 어디선가 많이 본 느낌이 나는 것을 지울 수 없다. 그래도 사랑하는 평생의 반려자를 위해 희생하고 노력하는 할아버지 노아의 모습이 너무나도 아름답다."
"구름과 하늘","3.0","1","0","사랑하세요"
"Ashley Og","3.0","1","0","감흥 별로 없는 신파"
"서혜림","4.0","1","0","저런 사랑을 해볼수는 있을까,"
"최시은","3.5","1","0","앨리에겐 모든사랑이 뜨거웠을것이다 굳이 왜 노아를 택했는지 지금도 납득이 가질 않는다 그래도 그두사람만 놓고 보면 누구나 가슴속에 품어볼 영원한사랑의 정석을 보여주는것같다"
"배하람","4.5","1","0","어바웃 타임을 보기 전에 봤더라면 가히 최고라 했을 작품"
"신수빈","4.0","1","0","앨리썅년 ㅎㅎ"
"이진호","3.0","1","0","너무 로맨틱해서 기분 나쁘다."
"이예빈","4.0","1","0","한평생 이런사랑을하는사람은 과연몇이나될까....."
"나래","5.0","1","0","레이첼 맥아담스가 보여준 사랑 영화중 최고..ㅠㅠ 첫사랑을 너무 아름답게, 눈물나게 그려준 영화!
너무 좋다 ❤️
재개봉으로 한번 더 보았다.
다시 감동적이고 다시 슬픈 내 인생영화ㅠㅠ
""한 사람을 지극히 사랑했으니 내 인생은 성공한 인생이다"""
"김기욱","4.0","1","0","진실된 사랑은 없어지지 않는다 
그 자리에 머물러 언제나 존재한다"
"북극곰","3.5","1","0","대단히 통속적이지만, 그래도 이정도라면."
"김씨","3.0","1","0","여주 남주의 케미가 좋음"
"손우진","4.0","1","0","레이첼 등근육..."
"서유미","4.0","1","0","이런 절절하고 열정적인 사랑을 누구나 꿈꾸기에 참 강렬했던 기억에 남는 영화.."
"박현균","4.5","1","0","서로 간절하고 갈망하고 욕망한다면 둘 사이의 거리든.. 주위의 어떤것이든 둘은 상관없이 서로만 원하게된다."
"라떼","4.5","1","0","길가에 아무렇지 않게 눕는 라이언 고슬링 
그를 바라보는 레이첼 맥아담스"
"전영욱","5.0","1","0","기억은 안나는데 적어도 10번이상봣네요  최고입니다 ㅎ"
"정문","4.5","1","0","군에서 이거 보고 3번 울었다 영화내용에 한번 당장 군대 뛰쳐나가 여친 보고 싶어서 한번 그리고 여친이 없단걸 깨닫고서 다시 한번....."
"전진원","3.0","1","0","난 사랑 고자인 갑다"
"헬스보이","4.0","1","0","레이첼은 너무 매력적인 배우다."
"낭만취객","4.5","1","0","항상 상상했던 마지막. 
이 영화가 더 아름다워보이는 이유는 어쩜 살아가는 과정을 안 보여줬기때문.

괜시리 눈에서 눈물이 흘렀다.
놓쳐버린 내 과거?
보이지 않는 미래?"
"정동원","2.0","1","1","거품"
"호머","2.0","1","0","크게 감동을 느끼지 못했다면 내가 이상한거겠지"
"Mel","4.0","1","0","늘, 항상, 영원히 보다 언제나라는 말이 어울리는 영화"
"김태진","4.5","1","0","진부하다. 실제에서 남주같은 사람은 말이 전혀 통하지 않을 것이다"
"양혜리","2.0","1","0","마지막만 잼남."
"때욘","3.0","1","0","지루함 레이첼맥아담스 이쁘지만 여기서 완전 별로인데.. 무책임한듯 
내가 보수적인건지.."
"RagingBull","3.0","1","0","이제는 동화 속 이야기가 되어버린 단어... 사랑"
"Violet W","4.5","1","0","딸은 어찌됐든 어머니를 닮게 되어있다"
"안주환","4.5","1","0","눈에 보이지도 않고 만질 수도 없지만 가슴 한켠에서 무엇인가가 터지면서 쏟아져 내려온다

이게 사랑이라는 감정일까"
"라이너스","3.5","1","0","사랑을 믿어요."
"이동현","3.0","1","0","함께이기에 인생의 순간순간이 기적같은, 우리의 사랑"
"우 상희","4.0","1","0","그녀가 인생의 전부였다는 사람
내 생애 한번쯤 만나볼 수 있을까??"
"Hye Ji Yoo","2.0","1","0","감동적인 영화라고 추천 받아서 봤더니 지루한 최루성 러브스토리."
